Jack of Spades, 4 of Hearts, 6 of Hearts, 3 of Hearts, 3 of Spades, ,One Pair,7.8%
King of Hearts, 9 of Spades, Queen of Spades, King of Spades, Jack of Clubs, ,One Pair,73.2%
9 of Diamonds, 7 of Hearts, Jack of Diamonds, 10 of Hearts, 3 of Spades, ,High Card,0.0%
5 of Hearts, 10 of Clubs, King of Clubs, 3 of Clubs, 9 of Clubs, ,High Card,0.0%
Queen of Clubs, 2 of Spades, Jack of Spades, King of Hearts, 9 of Spades, ,High Card,4.8%
4 of Spades, Queen of Spades, Jack of Spades, Jack of Hearts, 10 of Diamonds, ,One Pair,51.0%
Ace of Diamonds, Queen of Diamonds, King of Diamonds, 4 of Hearts, 7 of Spades, ,High Card,0.0%
10 of Diamonds, 8 of Diamonds, 9 of Spades, 10 of Hearts, Ace of Hearts, ,One Pair,30.599999999999998%
5 of Spades, 9 of Hearts, Queen of Diamonds, 8 of Clubs, 6 of Hearts, ,High Card,0.0%
2 of Hearts, Queen of Hearts, Queen of Spades, 9 of Diamonds, 5 of Clubs, ,One Pair,58.4%
10 of Hearts, Jack of Clubs, 10 of Clubs, Queen of Spades, 5 of Hearts, ,One Pair,45.2%
Jack of Spades, Ace of Clubs, 4 of Clubs, 7 of Diamonds, King of Spades, ,High Card,0.2%
Jack of Hearts, 10 of Spades, Queen of Clubs, King of Diamonds, 3 of Clubs, ,High Card,0.4%
10 of Hearts, 5 of Spades, King of Spades, Queen of Diamonds, Queen of Clubs, ,One Pair,62.2%
Jack of Spades, 6 of Diamonds, 6 of Spades, 7 of Diamonds, Ace of Clubs, ,One Pair,14.399999999999999%
4 of Clubs, King of Clubs, 4 of Hearts, 9 of Clubs, Queen of Diamonds, ,One Pair,10.6%
Queen of Diamonds, 8 of Diamonds, Ace of Diamonds, 2 of Spades, 5 of Diamonds, ,High Card,1.4000000000000001%
King of Spades, 5 of Clubs, King of Hearts, 7 of Clubs, 5 of Hearts, ,Two Pair,86.6%
King of Clubs, 6 of Spades, 5 of Clubs, 8 of Hearts, 4 of Spades, ,High Card,0.0%
Queen of Hearts, 2 of Clubs, 10 of Clubs, 5 of Spades, 6 of Spades, ,High Card,1.6%
10 of Diamonds, 4 of Diamonds, 8 of Diamonds, Queen of Diamonds, Ace of Spades, ,High Card,0.0%
Jack of Clubs, Ace of Diamonds, King of Hearts, 9 of Hearts, Jack of Spades, ,One Pair,45.800000000000004%
3 of Spades, 4 of Hearts, Ace of Clubs, 9 of Spades, 5 of Hearts, ,High Card,0.0%
4 of Spades, 2 of Spades, 3 of Hearts, 9 of Diamonds, Jack of Hearts, ,High Card,1.0%
Queen of Spades, 4 of Diamonds, 9 of Clubs, 7 of Spades, 2 of Spades, ,High Card,1.7999999999999998%
Ace of Diamonds, 8 of Spades, 9 of Hearts, 6 of Clubs, 7 of Clubs, ,High Card,0.0%
Ace of Spades, 9 of Spades, King of Spades, 4 of Hearts, Jack of Diamonds, ,High Card,0.0%
5 of Diamonds, Jack of Diamonds, Ace of Clubs, Queen of Hearts, 6 of Hearts, ,High Card,0.0%
5 of Spades, 6 of Hearts, 2 of Diamonds, Ace of Clubs, 9 of Hearts, ,High Card,0.6%
5 of Spades, Jack of Diamonds, Jack of Spades, King of Spades, 4 of Hearts, ,One Pair,49.2%
King of Diamonds, 9 of Clubs, Jack of Hearts, Ace of Spades, 6 of Diamonds, ,High Card,0.0%
King of Clubs, 9 of Spades, 3 of Diamonds, Queen of Hearts, 10 of Clubs, ,High Card,0.2%
5 of Hearts, 10 of Clubs, 8 of Clubs, 6 of Diamonds, Jack of Hearts, ,High Card,0.0%
2 of Clubs, Queen of Clubs, Ace of Spades, 2 of Diamonds, 4 of Hearts, ,One Pair,3.8%
8 of Hearts, 2 of Spades, 9 of Hearts, 5 of Diamonds, Jack of Spades, ,High Card,1.2%
4 of Hearts, 10 of Clubs, 5 of Clubs, 6 of Diamonds, 7 of Hearts, ,High Card,0.0%
6 of Diamonds, 10 of Clubs, Jack of Hearts, 9 of Diamonds, 5 of Hearts, ,High Card,0.0%
Jack of Spades, 5 of Hearts, King of Hearts, 10 of Hearts, 4 of Spades, ,High Card,0.0%
6 of Spades, 9 of Spades, 7 of Spades, 9 of Hearts, Queen of Clubs, ,One Pair,28.599999999999998%
King of Diamonds, 4 of Spades, 2 of Spades, Ace of Clubs, 6 of Hearts, ,High Card,4.2%
Jack of Diamonds, Queen of Clubs, King of Clubs, 3 of Hearts, Queen of Diamonds, ,One Pair,62.8%
3 of Spades, 2 of Clubs, 6 of Spades, 10 of Diamonds, 10 of Clubs, ,One Pair,30.599999999999998%
Jack of Clubs, Ace of Diamonds, 8 of Diamonds, 8 of Hearts, 10 of Clubs, ,One Pair,26.200000000000003%
2 of Hearts, 6 of Spades, Jack of Clubs, 9 of Clubs, 9 of Hearts, ,One Pair,26.8%
3 of Hearts, King of Spades, 8 of Spades, Jack of Clubs, 5 of Hearts, ,High Card,0.2%
5 of Clubs, 10 of Spades, Ace of Diamonds, King of Clubs, Ace of Spades, ,High Card,0.2%
5 of Spades, King of Clubs, 3 of Diamonds, 10 of Spades, Ace of Clubs, ,High Card,0.0%
6 of Hearts, 4 of Hearts, Ace of Spades, 2 of Diamonds, 9 of Clubs, ,High Card,1.4000000000000001%
5 of Hearts, 8 of Spades, 2 of Clubs, 9 of Spades, 4 of Spades, ,High Card,0.4%
King of Hearts, 4 of Clubs, 5 of Hearts, Jack of Spades, Queen of Clubs, ,High Card,0.0%
Jack of Clubs, 3 of Spades, 7 of Diamonds, Ace of Spades, 4 of Spades, ,High Card,0.0%
7 of Diamonds, Ace of Hearts, Jack of Hearts, Ace of Clubs, King of Spades, ,High Card,0.0%
4 of Diamonds, 3 of Diamonds, 6 of Spades, 2 of Clubs, King of Diamonds, ,High Card,2.6%
10 of Clubs, 7 of Diamonds, 10 of Diamonds, 9 of Clubs, 7 of Clubs, ,Two Pair,76.4%
2 of Clubs, 8 of Hearts, 7 of Diamonds, 4 of Spades, King of Hearts, ,High Card,3.4000000000000004%
10 of Clubs, 8 of Spades, Ace of Hearts, 7 of Diamonds, King of Diamonds, ,High Card,0.2%
Ace of Hearts, 10 of Clubs, 5 of Diamonds, King of Clubs, Jack of Diamonds, ,High Card,0.0%
4 of Clubs, 2 of Diamonds, 9 of Clubs, 4 of Diamonds, 6 of Spades, ,One Pair,7.199999999999999%
9 of Spades, Ace of Hearts, Queen of Diamonds, 2 of Clubs, 3 of Diamonds, ,High Card,0.6%
Ace of Spades, 6 of Clubs, 3 of Clubs, 10 of Spades, 7 of Diamonds, ,High Card,0.0%
8 of Spades, 4 of Clubs, Jack of Clubs, 5 of Hearts, King of Spades, ,High Card,0.0%
4 of Hearts, 5 of Spades, 6 of Spades, 2 of Spades, 7 of Spades, ,High Card,0.4%
7 of Hearts, 9 of Hearts, 8 of Spades, King of Spades, 5 of Diamonds, ,High Card,0.2%
6 of Hearts, 5 of Spades, Queen of Hearts, 10 of Clubs, King of Hearts, ,High Card,0.2%
9 of Clubs, 4 of Hearts, 3 of Hearts, Ace of Diamonds, Queen of Hearts, ,High Card,0.0%
10 of Spades, 9 of Hearts, 4 of Hearts, 10 of Clubs, 5 of Spades, ,One Pair,36.199999999999996%
6 of Spades, Ace of Clubs, Jack of Clubs, 6 of Clubs, 10 of Spades, ,One Pair,12.4%
8 of Spades, 7 of Diamonds, 3 of Spades, Jack of Hearts, Jack of Clubs, ,One Pair,43.2%
Ace of Diamonds, 8 of Clubs, 4 of Clubs, 7 of Hearts, 9 of Diamonds, ,High Card,0.0%
8 of Clubs, Ace of Spades, 3 of Spades, 7 of Spades, Queen of Hearts, ,High Card,0.0%
8 of Spades, Ace of Clubs, King of Spades, King of Clubs, Ace of Hearts, ,One Pair,60.199999999999996%
3 of Diamonds, 8 of Clubs, Ace of Clubs, 5 of Diamonds, Jack of Hearts, ,High Card,0.0%
10 of Hearts, Jack of Spades, 4 of Clubs, 2 of Spades, 9 of Spades, ,High Card,1.0%
Jack of Diamonds, Jack of Hearts, 9 of Clubs, King of Hearts, 9 of Diamonds, ,Two Pair,80.60000000000001%
9 of Spades, 8 of Clubs, 10 of Spades, 2 of Diamonds, King of Diamonds, ,High Card,4.6%
Ace of Hearts, 10 of Hearts, Jack of Clubs, 4 of Clubs, Queen of Hearts, ,High Card,0.0%
6 of Diamonds, Queen of Clubs, Jack of Diamonds, Jack of Hearts, 6 of Spades, ,Two Pair,82.6%
2 of Spades, 8 of Clubs, 10 of Hearts, Ace of Hearts, Queen of Spades, ,High Card,1.6%
9 of Spades, Queen of Clubs, King of Spades, 3 of Hearts, 6 of Spades, ,High Card,0.0%
9 of Diamonds, 10 of Clubs, Ace of Spades, 6 of Diamonds, 9 of Spades, ,One Pair,30.4%
5 of Spades, Queen of Clubs, 6 of Diamonds, 3 of Diamonds, 5 of Diamonds, ,One Pair,13.200000000000001%
3 of Diamonds, Ace of Diamonds, 5 of Clubs, 2 of Clubs, 2 of Hearts, ,One Pair,3.5999999999999996%
10 of Clubs, 4 of Hearts, 2 of Spades, Ace of Spades, 3 of Hearts, ,High Card,0.6%
Jack of Clubs, Jack of Diamonds, Queen of Clubs, 4 of Spades, 7 of Spades, ,One Pair,45.2%
6 of Hearts, 9 of Diamonds, 10 of Hearts, 2 of Spades, Queen of Clubs, ,High Card,2.0%
8 of Clubs, Jack of Spades, 4 of Spades, 5 of Spades, King of Hearts, ,High Card,0.2%
Queen of Hearts, King of Spades, 3 of Clubs, 9 of Diamonds, 5 of Hearts, ,High Card,0.0%
2 of Clubs, Ace of Diamonds, Queen of Clubs, 10 of Diamonds, 7 of Diamonds, ,High Card,1.7999999999999998%
Jack of Diamonds, Queen of Spades, 10 of Spades, 4 of Spades, Queen of Hearts, ,One Pair,55.60000000000001%
10 of Hearts, 3 of Spades, Queen of Spades, 9 of Spades, 2 of Diamonds, ,High Card,2.6%
2 of Clubs, Queen of Hearts, Queen of Diamonds, King of Spades, Jack of Hearts, ,One Pair,63.0%
4 of Hearts, 8 of Hearts, Jack of Diamonds, 5 of Hearts, Queen of Spades, ,High Card,0.0%
2 of Clubs, 10 of Clubs, 8 of Hearts, 8 of Diamonds, King of Diamonds, ,One Pair,22.8%
6 of Clubs, 10 of Spades, 6 of Hearts, 3 of Spades, Jack of Hearts, ,One Pair,14.6%
10 of Clubs, Ace of Clubs, 7 of Diamonds, Ace of Diamonds, 4 of Diamonds, ,High Card,0.0%
6 of Clubs, King of Diamonds, 7 of Clubs, 9 of Spades, Jack of Hearts, ,High Card,0.0%
3 of Spades, 8 of Spades, 9 of Diamonds, King of Hearts, 6 of Hearts, ,High Card,0.0%
4 of Clubs, Queen of Hearts, 2 of Clubs, 3 of Diamonds, Ace of Diamonds, ,High Card,0.6%
3 of Spades, Ace of Diamonds, 5 of Clubs, Jack of Diamonds, 10 of Clubs, ,High Card,0.0%
3 of Diamonds, 3 of Spades, Ace of Diamonds, 2 of Hearts, 7 of Hearts, ,One Pair,5.4%
7 of Hearts, 10 of Hearts, 9 of Diamonds, 5 of Clubs, 3 of Diamonds, ,High Card,0.0%
3 of Diamonds, Queen of Hearts, Ace of Hearts, 9 of Clubs, 10 of Diamonds, ,High Card,0.0%
6 of Spades, 9 of Diamonds, Queen of Spades, 8 of Hearts, Queen of Clubs, ,One Pair,55.800000000000004%
6 of Clubs, 5 of Diamonds, 5 of Hearts, 10 of Diamonds, 7 of Diamonds, ,One Pair,11.200000000000001%
7 of Hearts, 7 of Clubs, Queen of Hearts, Jack of Hearts, 8 of Clubs, ,One Pair,25.0%
9 of Diamonds, 6 of Hearts, 7 of Clubs, 10 of Hearts, 6 of Spades, ,One Pair,16.0%
4 of Spades, 3 of Diamonds, 8 of Diamonds, 5 of Hearts, 2 of Spades, ,High Card,0.0%
10 of Diamonds, 7 of Hearts, 10 of Hearts, 7 of Clubs, Jack of Clubs, ,Two Pair,81.2%
5 of Diamonds, 4 of Clubs, 5 of Hearts, 7 of Clubs, 4 of Diamonds, ,Two Pair,70.8%
2 of Diamonds, Queen of Clubs, King of Diamonds, 2 of Hearts, Ace of Hearts, ,One Pair,5.2%
8 of Spades, 3 of Clubs, Queen of Diamonds, Ace of Spades, 8 of Hearts, ,One Pair,22.400000000000002%
7 of Clubs, King of Spades, 6 of Diamonds, Jack of Hearts, 10 of Hearts, ,High Card,0.0%
6 of Hearts, 7 of Spades, 3 of Spades, Queen of Diamonds, 6 of Spades, ,One Pair,13.600000000000001%
3 of Spades, Jack of Clubs, 2 of Clubs, 5 of Clubs, 10 of Hearts, ,High Card,1.4000000000000001%
6 of Spades, King of Spades, 4 of Diamonds, King of Hearts, Queen of Diamonds, ,One Pair,72.2%
10 of Diamonds, 10 of Clubs, 7 of Diamonds, 3 of Clubs, King of Diamonds, ,One Pair,36.6%
Ace of Hearts, 6 of Hearts, 9 of Diamonds, 8 of Diamonds, 7 of Hearts, ,High Card,0.0%
King of Diamonds, 8 of Hearts, 4 of Clubs, 2 of Clubs, King of Hearts, ,One Pair,69.8%
5 of Spades, Queen of Hearts, 10 of Clubs, 2 of Spades, 6 of Clubs, ,High Card,1.0%
King of Hearts, 2 of Spades, 9 of Clubs, 3 of Clubs, Queen of Spades, ,High Card,4.0%
2 of Diamonds, 4 of Hearts, 7 of Spades, 3 of Clubs, 2 of Hearts, ,One Pair,2.6%
4 of Diamonds, 2 of Clubs, Queen of Spades, 7 of Hearts, Ace of Diamonds, ,High Card,1.0%
Ace of Spades, 9 of Spades, 9 of Hearts, King of Clubs, 5 of Hearts, ,One Pair,27.6%
2 of Hearts, 4 of Hearts, 8 of Clubs, 10 of Hearts, 6 of Clubs, ,High Card,0.6%
2 of Spades, 9 of Diamonds, 10 of Clubs, 4 of Spades, 9 of Hearts, ,One Pair,30.0%
6 of Hearts, 3 of Clubs, 9 of Clubs, 10 of Diamonds, 9 of Diamonds, ,One Pair,29.2%
7 of Diamonds, 4 of Clubs, 10 of Spades, Queen of Clubs, 5 of Hearts, ,High Card,0.0%
3 of Diamonds, 3 of Clubs, 5 of Hearts, Queen of Diamonds, 2 of Spades, ,One Pair,6.800000000000001%
King of Diamonds, 4 of Diamonds, 2 of Spades, 5 of Spades, 6 of Diamonds, ,High Card,2.6%
6 of Hearts, 10 of Diamonds, 3 of Spades, 2 of Hearts, 5 of Hearts, ,High Card,0.4%
10 of Clubs, 5 of Hearts, 4 of Clubs, Ace of Hearts, King of Diamonds, ,High Card,0.0%
Ace of Hearts, Queen of Spades, Ace of Clubs, 10 of Hearts, Jack of Spades, ,High Card,0.0%
10 of Hearts, Ace of Hearts, 2 of Clubs, 4 of Spades, Queen of Clubs, ,High Card,1.0%
8 of Spades, 10 of Clubs, Jack of Hearts, Ace of Clubs, 9 of Hearts, ,High Card,0.0%
10 of Clubs, King of Clubs, 7 of Clubs, 6 of Diamonds, 3 of Clubs, ,High Card,0.0%
7 of Hearts, Jack of Clubs, 9 of Diamonds, 9 of Clubs, King of Clubs, ,One Pair,30.8%
4 of Hearts, Queen of Spades, 10 of Hearts, 3 of Spades, 3 of Diamonds, ,One Pair,6.2%
3 of Diamonds, 8 of Clubs, 10 of Clubs, Queen of Diamonds, Jack of Hearts, ,High Card,0.0%
King of Clubs, 6 of Hearts, 10 of Diamonds, Jack of Diamonds, 4 of Diamonds, ,High Card,0.0%
6 of Hearts, 3 of Diamonds, 3 of Clubs, 5 of Spades, Queen of Clubs, ,One Pair,6.0%
8 of Diamonds, 4 of Clubs, 9 of Spades, 9 of Clubs, King of Diamonds, ,One Pair,29.2%
Jack of Spades, Ace of Hearts, 5 of Clubs, 8 of Clubs, Jack of Hearts, ,One Pair,42.0%
7 of Diamonds, 3 of Spades, 8 of Hearts, Ace of Clubs, 4 of Hearts, ,High Card,0.0%
9 of Hearts, 6 of Spades, 6 of Hearts, King of Diamonds, 5 of Diamonds, ,One Pair,13.8%
Queen of Hearts, Ace of Spades, 6 of Clubs, 5 of Clubs, Queen of Diamonds, ,One Pair,53.2%
8 of Clubs, 6 of Spades, 8 of Hearts, 2 of Diamonds, 9 of Spades, ,One Pair,21.4%
7 of Hearts, 2 of Hearts, 9 of Spades, 8 of Diamonds, 7 of Diamonds, ,One Pair,20.0%
10 of Spades, Queen of Hearts, King of Spades, 10 of Hearts, Jack of Spades, ,One Pair,50.4%
5 of Clubs, 2 of Clubs, 2 of Spades, King of Spades, Queen of Diamonds, ,One Pair,4.2%
3 of Spades, 8 of Diamonds, 9 of Clubs, 7 of Spades, 4 of Spades, ,High Card,0.0%
3 of Hearts, 10 of Clubs, 9 of Spades, 4 of Diamonds, 3 of Diamonds, ,One Pair,6.800000000000001%
4 of Hearts, Jack of Diamonds, 7 of Clubs, 2 of Diamonds, 9 of Diamonds, ,High Card,2.0%
Ace of Spades, 10 of Spades, 5 of Spades, 6 of Spades, 2 of Clubs, ,High Card,1.2%
Queen of Clubs, 8 of Hearts, 7 of Spades, 9 of Clubs, 3 of Clubs, ,High Card,0.0%
7 of Hearts, 5 of Spades, 5 of Hearts, 8 of Hearts, Ace of Hearts, ,One Pair,12.0%
8 of Diamonds, 8 of Clubs, Jack of Diamonds, Queen of Diamonds, King of Spades, ,One Pair,34.2%
6 of Clubs, King of Spades, Queen of Diamonds, 9 of Clubs, 10 of Hearts, ,High Card,0.0%
King of Clubs, 9 of Spades, 10 of Hearts, 5 of Clubs, Ace of Diamonds, ,High Card,0.0%
6 of Spades, Ace of Clubs, Jack of Clubs, 9 of Clubs, 2 of Spades, ,High Card,1.4000000000000001%
9 of Hearts, Queen of Spades, 8 of Hearts, King of Spades, King of Hearts, ,One Pair,65.0%
3 of Spades, 10 of Hearts, 8 of Hearts, Jack of Clubs, King of Clubs, ,High Card,0.2%
Ace of Spades, 10 of Diamonds, 5 of Clubs, King of Hearts, 9 of Spades, ,High Card,0.0%
3 of Spades, 6 of Spades, 10 of Diamonds, 3 of Diamonds, 4 of Spades, ,One Pair,5.6000000000000005%
2 of Diamonds, 5 of Spades, Ace of Clubs, Queen of Hearts, 8 of Hearts, ,High Card,1.4000000000000001%
8 of Hearts, 9 of Spades, Queen of Diamonds, 3 of Hearts, 5 of Spades, ,High Card,0.0%
3 of Hearts, 4 of Spades, 2 of Diamonds, 8 of Hearts, Jack of Spades, ,High Card,0.4%
10 of Clubs, Queen of Diamonds, Queen of Clubs, Queen of Hearts, 3 of Hearts, ,Three of Kind,95.0%
2 of Clubs, 10 of Diamonds, 9 of Clubs, Ace of Clubs, King of Clubs, ,High Card,0.8%
Queen of Diamonds, Jack of Clubs, Jack of Spades, 5 of Clubs, 2 of Hearts, ,One Pair,49.2%
Ace of Hearts, 4 of Spades, 2 of Hearts, 4 of Hearts, 6 of Clubs, ,One Pair,5.6000000000000005%
8 of Hearts, Ace of Clubs, 6 of Spades, 4 of Hearts, Queen of Clubs, ,High Card,0.0%
4 of Clubs, 6 of Clubs, Queen of Spades, 3 of Spades, Ace of Clubs, ,High Card,0.0%
10 of Clubs, Queen of Spades, 2 of Spades, 6 of Diamonds, 9 of Clubs, ,High Card,1.7999999999999998%
4 of Hearts, 6 of Diamonds, King of Hearts, King of Spades, 8 of Clubs, ,One Pair,69.39999999999999%
6 of Clubs, Ace of Diamonds, 10 of Clubs, 10 of Diamonds, 4 of Hearts, ,One Pair,30.599999999999998%
5 of Clubs, King of Clubs, Queen of Hearts, 3 of Diamonds, 6 of Spades, ,High Card,0.0%
Queen of Spades, 2 of Clubs, Jack of Clubs, 2 of Hearts, 3 of Clubs, ,One Pair,5.6000000000000005%
Ace of Clubs, Jack of Spades, 8 of Spades, Queen of Clubs, 9 of Diamonds, ,High Card,0.0%
Ace of Spades, Ace of Hearts, 10 of Hearts, 6 of Diamonds, 8 of Spades, ,High Card,0.0%
8 of Hearts, King of Hearts, 4 of Clubs, 2 of Hearts, 6 of Diamonds, ,High Card,2.4%
10 of Spades, 7 of Diamonds, 10 of Clubs, 5 of Diamonds, Ace of Clubs, ,One Pair,32.4%
9 of Diamonds, 7 of Hearts, 4 of Hearts, 6 of Spades, 7 of Spades, ,One Pair,14.799999999999999%
10 of Diamonds, 6 of Diamonds, 7 of Clubs, Ace of Diamonds, 3 of Clubs, ,High Card,0.0%
4 of Spades, 10 of Diamonds, 6 of Hearts, 5 of Hearts, 9 of Spades, ,High Card,0.0%
2 of Hearts, 2 of Spades, Jack of Hearts, 6 of Clubs, 2 of Clubs, ,Three of Kind,88.2%
6 of Clubs, 3 of Hearts, 5 of Spades, 4 of Clubs, 2 of Hearts, ,Straight,97.6%
3 of Hearts, 5 of Diamonds, 7 of Diamonds, Jack of Clubs, 10 of Diamonds, ,High Card,0.0%
4 of Diamonds, Jack of Spades, 9 of Spades, 7 of Diamonds, Ace of Spades, ,High Card,0.0%
7 of Diamonds, 3 of Hearts, 8 of Hearts, Jack of Clubs, 6 of Spades, ,High Card,0.0%
2 of Hearts, Queen of Hearts, Ace of Spades, 10 of Clubs, 5 of Diamonds, ,High Card,1.4000000000000001%
8 of Clubs, 6 of Hearts, 5 of Spades, 5 of Clubs, King of Spades, ,One Pair,12.8%
2 of Spades, 8 of Hearts, 8 of Spades, 9 of Clubs, Jack of Spades, ,One Pair,27.6%
7 of Hearts, King of Clubs, 8 of Clubs, 10 of Spades, 8 of Hearts, ,One Pair,25.4%
Ace of Clubs, 3 of Clubs, 8 of Clubs, Jack of Diamonds, Queen of Spades, ,High Card,0.0%
7 of Clubs, 3 of Spades, 6 of Diamonds, King of Diamonds, 6 of Spades, ,One Pair,13.600000000000001%
King of Diamonds, 3 of Clubs, 3 of Diamonds, 8 of Spades, King of Spades, ,Two Pair,83.8%
2 of Clubs, 4 of Clubs, 9 of Spades, 6 of Diamonds, 4 of Hearts, ,One Pair,9.4%
Ace of Hearts, 4 of Spades, Ace of Diamonds, 6 of Spades, 9 of Hearts, ,High Card,0.0%
Queen of Spades, Ace of Clubs, 5 of Spades, 7 of Spades, Queen of Clubs, ,One Pair,48.199999999999996%
2 of Diamonds, 10 of Diamonds, 9 of Hearts, 6 of Hearts, 6 of Spades, ,One Pair,12.6%
Queen of Diamonds, 2 of Hearts, 5 of Diamonds, 3 of Hearts, King of Clubs, ,High Card,4.8%
10 of Clubs, Ace of Hearts, Queen of Spades, King of Spades, 5 of Diamonds, ,High Card,0.2%
King of Clubs, 10 of Diamonds, 7 of Diamonds, 7 of Clubs, Jack of Clubs, ,One Pair,24.4%
9 of Diamonds, 8 of Diamonds, Jack of Hearts, 10 of Diamonds, 2 of Clubs, ,High Card,1.4000000000000001%
10 of Spades, 3 of Hearts, Jack of Diamonds, Ace of Hearts, King of Clubs, ,High Card,0.0%
2 of Clubs, King of Clubs, 2 of Diamonds, 5 of Clubs, 8 of Clubs, ,One Pair,5.2%
3 of Spades, 6 of Diamonds, 5 of Clubs, Ace of Clubs, Queen of Hearts, ,High Card,0.0%
8 of Spades, 6 of Hearts, 10 of Diamonds, 9 of Hearts, 5 of Spades, ,High Card,0.0%
Ace of Spades, Jack of Spades, Queen of Clubs, 6 of Clubs, 9 of Hearts, ,High Card,0.0%
7 of Hearts, Ace of Hearts, 6 of Diamonds, Queen of Spades, Queen of Hearts, ,One Pair,51.4%
10 of Spades, 10 of Diamonds, Ace of Spades, King of Spades, 7 of Clubs, ,One Pair,36.8%
9 of Clubs, 10 of Hearts, 5 of Spades, 4 of Hearts, 6 of Hearts, ,High Card,0.0%
5 of Spades, 2 of Spades, 3 of Spades, 10 of Hearts, Jack of Hearts, ,High Card,0.8%
Queen of Clubs, 4 of Clubs, 5 of Spades, 10 of Clubs, 10 of Diamonds, ,One Pair,35.0%
Jack of Diamonds, 10 of Diamonds, 6 of Spades, Queen of Spades, Ace of Spades, ,High Card,0.0%
2 of Hearts, 5 of Hearts, 2 of Diamonds, 2 of Spades, 4 of Clubs, ,Three of Kind,86.2%
10 of Spades, 10 of Clubs, Queen of Hearts, Queen of Spades, 3 of Spades, ,Two Pair,81.2%
5 of Diamonds, Queen of Spades, 7 of Hearts, 5 of Spades, 6 of Hearts, ,One Pair,11.799999999999999%
5 of Clubs, Jack of Clubs, 10 of Spades, 10 of Clubs, Queen of Hearts, ,One Pair,43.0%
8 of Diamonds, 8 of Hearts, Jack of Hearts, 2 of Diamonds, 6 of Clubs, ,One Pair,24.0%
3 of Hearts, 7 of Diamonds, 7 of Spades, 4 of Clubs, King of Clubs, ,One Pair,17.599999999999998%
7 of Diamonds, 2 of Diamonds, 10 of Diamonds, 6 of Diamonds, 10 of Spades, ,One Pair,35.199999999999996%
King of Clubs, 3 of Clubs, 10 of Hearts, Ace of Diamonds, 6 of Clubs, ,High Card,0.2%
Jack of Diamonds, Ace of Spades, 5 of Clubs, 5 of Hearts, 10 of Diamonds, ,One Pair,9.6%
Queen of Diamonds, 9 of Spades, 4 of Hearts, 7 of Hearts, Queen of Hearts, ,One Pair,54.0%
3 of Clubs, King of Clubs, 7 of Hearts, 3 of Spades, 5 of Diamonds, ,One Pair,7.000000000000001%
3 of Spades, 4 of Spades, Queen of Hearts, 8 of Spades, King of Diamonds, ,High Card,0.2%
King of Clubs, Queen of Diamonds, Queen of Clubs, 6 of Spades, King of Hearts, ,Two Pair,88.0%
King of Spades, 3 of Hearts, Queen of Clubs, 9 of Diamonds, Jack of Clubs, ,High Card,0.2%
4 of Diamonds, 9 of Hearts, 4 of Clubs, Jack of Hearts, Queen of Hearts, ,One Pair,7.3999999999999995%
2 of Clubs, Ace of Clubs, Ace of Spades, 2 of Spades, King of Spades, ,One Pair,3.8%
3 of Clubs, 7 of Hearts, 8 of Hearts, Jack of Clubs, Jack of Hearts, ,One Pair,41.6%
2 of Hearts, Ace of Spades, 5 of Hearts, Queen of Diamonds, 9 of Spades, ,High Card,1.7999999999999998%
Ace of Spades, Queen of Hearts, 10 of Hearts, 5 of Hearts, 4 of Diamonds, ,High Card,0.0%
6 of Hearts, 5 of Clubs, 5 of Spades, 8 of Spades, 6 of Diamonds, ,Two Pair,69.8%
Jack of Spades, 7 of Hearts, Jack of Hearts, 2 of Spades, 10 of Diamonds, ,One Pair,43.2%
7 of Hearts, 3 of Diamonds, 3 of Hearts, Jack of Clubs, 6 of Diamonds, ,One Pair,5.800000000000001%
9 of Spades, Queen of Spades, 4 of Clubs, 6 of Hearts, 10 of Clubs, ,High Card,0.0%
Ace of Spades, 2 of Spades, King of Hearts, King of Clubs, 8 of Clubs, ,One Pair,68.2%
8 of Diamonds, Queen of Hearts, 10 of Diamonds, 7 of Diamonds, Jack of Spades, ,High Card,0.0%
7 of Spades, 9 of Diamonds, 3 of Spades, Queen of Hearts, Queen of Spades, ,One Pair,54.400000000000006%
9 of Clubs, 2 of Spades, 10 of Diamonds, 4 of Spades, 10 of Clubs, ,One Pair,34.0%
3 of Hearts, Queen of Diamonds, 9 of Hearts, 10 of Hearts, Jack of Spades, ,High Card,0.0%
3 of Hearts, 3 of Spades, 6 of Hearts, 2 of Clubs, 10 of Diamonds, ,One Pair,6.0%
Queen of Diamonds, Queen of Spades, Ace of Clubs, 2 of Spades, 8 of Hearts, ,One Pair,52.2%
4 of Hearts, 9 of Spades, 5 of Spades, Ace of Hearts, 6 of Hearts, ,High Card,0.0%
6 of Clubs, Queen of Spades, 5 of Spades, 4 of Clubs, King of Hearts, ,High Card,0.0%
Queen of Clubs, 6 of Diamonds, Jack of Clubs, 5 of Hearts, 8 of Diamonds, ,High Card,0.0%
9 of Clubs, 3 of Spades, 5 of Diamonds, Ace of Diamonds, Queen of Hearts, ,High Card,0.0%
3 of Hearts, 7 of Diamonds, 5 of Diamonds, 10 of Spades, Ace of Diamonds, ,High Card,0.0%
4 of Spades, 6 of Hearts, 3 of Spades, 3 of Hearts, 5 of Clubs, ,One Pair,8.0%
